duration_seconds,scientific_role,analysis_type,dataset_or_direction,path,participants,recordings,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_roc_auc,pooled_pr_auc,participant_macro_accuracy,participant_macro_balanced_accuracy,participant_macro_macro_f1,participant_macro_roc_auc,participant_macro_pr_auc,pooled_balanced_accuracy_ci_lower,pooled_balanced_accuracy_ci_upper,pooled_macro_f1_ci_lower,pooled_macro_f1_ci_upper,participant_macro_balanced_accuracy_ci_lower,participant_macro_balanced_accuracy_ci_upper,participant_macro_macro_f1_ci_lower,participant_macro_macro_f1_ci_upper,threshold_values,summary_sha256,bootstrap_sha256,all_numerical_checks_passed,descriptive_rank_within_setting,primary_four_second_392_recording_analysis_replaced
16,post_primary_temporal_sensitivity,within_experiment,experiment2,ECG_EEG_Pupil,20,200,0.6,0.6,0.6,0.6598,0.678517378047906,0.6,0.6,0.500086718836719,0.758,0.819746031746032,0.525,0.685,0.518403852769178,0.682131234390373,0.525,0.685,0.401540404040404,0.608863324175824,"0.3,0.4,0.5,0.6,0.7",266f98a119f423322832f2410e7e5f458a124588ad5de751f2e32a84ffb9a965,bc3300105c43366f6c071aa23e4cd45ad6e49df4a38e50f77dba7fa112347dc6,True,3,False
16,post_primary_temporal_sensitivity,within_experiment,experiment2,EEG_Pupil,20,200,0.58,0.58,0.579621659493544,0.6445,0.628396461517382,0.58,0.58,0.475961538461538,0.788,0.824365079365079,0.515,0.655,0.507301587301587,0.64968471624462,0.515,0.655,0.390952380952381,0.571274610805861,"0.3,0.4,0.5,0.6,0.7",ba4078a466b79bfadb0719b2bf0ded6b759352a455a0796072b401544ed83ac9,d29e6fcf69bc9c822c30020298cd3194753ef590d6784c84e877d5569a315975,True,4,False
16,post_primary_temporal_sensitivity,within_experiment,experiment2,Pupil,20,200,0.58,0.58,0.577294685990338,0.644,0.601642195322384,0.58,0.58,0.487978965478966,0.752,0.794730158730159,0.52,0.645,0.510197754469324,0.64456459162474,0.52,0.645,0.403229777167277,0.580251782939283,"0.4,0.5,0.6,0.7",16b51fd006a471dcb1909963bcced45964f76123f4082e84519656b0b76a602a,44aba7e6e2058271246db4d508b38d67b48c98944f4e7503f462ec53daef78d7,True,5,False
16,post_primary_temporal_sensitivity,within_experiment,experiment2,ECG_Pupil,20,200,0.535,0.535,0.529816223868146,0.6114,0.649095894076316,0.535,0.535,0.418043068043068,0.74,0.79831746031746,0.47,0.6,0.449897529932046,0.594908854492261,0.47,0.6,0.34285631035631,0.502618353868354,"0.3,0.4,0.5,0.6,0.7",d61ec59fba7f25e009d0662570692d37f01a1d35ab64d33fbfd514a5f158eb8c,28a7352952cd9363f08b10f0859019ff3a75cef4c4d91b0d3cf4da487e438be6,True,6,False
16,post_primary_temporal_sensitivity,within_experiment,experiment2,ECG,20,200,0.505,0.505,0.461239149955103,0.5167,0.571834500818815,0.505,0.505,0.365485209235209,0.648,0.746884920634921,0.435,0.57,0.359267734553776,0.543427719362156,0.435,0.57,0.295238095238095,0.446148088023088,"0.3,0.4,0.5,0.6,0.7",349fa16c48e1d87542cffdf7ae464c69f1c0266c6cee43636f2f5b9303a1c8d2,a1849d2851a7e15d1af9582abb5429b7c97a6e311a2848b3dd2e0b23071604e4,True,7,False
16,post_primary_temporal_sensitivity,within_experiment,experiment3,Pupil,16,187,0.67379679144385,0.675514874141876,0.670746139414057,0.718878718535469,0.75054035628628,0.667850378787879,0.677083333333333,0.601801323676324,0.850694444444444,0.86550738035113,0.594725198391659,0.764535361842105,0.579982704776615,0.760679334878111,0.598958333333333,0.765625,0.485946384344822,0.722571074758575,"0.3,0.5,0.6,0.7",b04b2f170d8c959770800cc9daf07a50eb68b620ae376ff9ac530d516f425b99,d8bce9ddfc66a38337609914e65be2ac8e8274957f3bbc2249b6516d87b17417,True,1,False
16,post_primary_temporal_sensitivity,within_experiment,experiment3,EEG_Pupil,16,187,0.598930481283422,0.599599542334096,0.598517161423296,0.716704805491991,0.69675855698301,0.594460227272727,0.6,0.495838689496778,0.875694444444444,0.887508267195767,0.537803019118624,0.666666666666667,0.530528882659475,0.663808278480183,0.542708333333333,0.663541666666667,0.405062363341315,0.593833689288652,"0.3,0.4,0.5,0.6,0.7",237aed41992fd139127cb5aa6421376cf95d04eb2d67d129e0b1a20164a571a7,742f15a13c3edf32fcd8b884e3e1f928541dc0fbb47ae7312295461b10949d99,True,2,False
16,post_primary_temporal_sensitivity,within_experiment,experiment3,ECG_Pupil,16,187,0.593582887700535,0.594679633867277,0.592171717171717,0.669450800915332,0.652174945599378,0.594933712121212,0.588541666666667,0.48345747389865,0.847222222222222,0.877616567460317,0.524177631578947,0.67582274222488,0.511562628604351,0.67364804964539,0.520833333333333,0.671875,0.388795518207283,0.593237454947014,"0.3,0.4,0.5,0.6,0.7",0ec55d499973f295f94ae85af0d41d30d43a9ab22c9f7fc0fd019d67d506964c,8d3e1e2bc9b818bd4f5d1a3917d00a8a84a4db91d4d69a5205ab24c1429ff2a4,True,3,False
16,post_primary_temporal_sensitivity,within_experiment,experiment3,ECG_EEG_Pupil,16,187,0.593582887700535,0.592963386727689,0.592639302912176,0.682837528604119,0.699192086451252,0.589251893939394,0.596875,0.492264292080469,0.864930555555556,0.9037619498557,0.537228132387707,0.65661980459938,0.528915229885057,0.654120366653833,0.544791666666667,0.659375,0.407140867710721,0.588687959558823,"0.3,0.4,0.5,0.6,0.7",2b3120ece11fd065910df71ee41dad274a787ddda67bb77a3a0af53c218b7a7f,adf3a5423c2e8a3006ab755d7540ecc1e58774c02c63619fe2a4dfed47d7502c,True,4,False
16,post_primary_temporal_sensitivity,within_experiment,experiment3,ECG_EEG,16,187,0.582887700534759,0.583466819221968,0.582589285714286,0.685354691075515,0.701190583849737,0.578361742424242,0.583333333333333,0.473742816619655,0.779861111111111,0.832983555796056,0.51867483729485,0.658352095890105,0.508667893279193,0.656212696690179,0.520833333333333,0.65625,0.383646813128661,0.580740907376937,"0.3,0.4,0.5,0.6,0.7",538d7762d5587eb20c987d22cd19403ee4c7282b2c08c7894367a0ed119438f3,8ccde4e66360c3fbf9e44dd3d06814985bda7c0a7037ba0dceafadff47af5421,True,5,False
16,post_primary_temporal_sensitivity,within_experiment,experiment3,EEG,16,187,0.529411764705882,0.529118993135012,0.529075091575092,0.648741418764302,0.646341141169539,0.526278409090909,0.53125,0.407001270788035,0.824652777777778,0.874644510582011,0.473956307321316,0.583333333333333,0.464036714243611,0.578537148531081,0.479166666666667,0.583333333333333,0.344680213322217,0.479928381973419,"0.3,0.4,0.5,0.6,0.7",af693af4eb018b4048e6e5f37b77815e695a4b96b10c7ecf487d0c48c7e764ac,87a9cd1ef69c305096ca7139d164b1a20d9f23b71506943dbc32b868006746d4,True,6,False
16,post_primary_temporal_sensitivity,within_experiment,experiment3,ECG,16,187,0.486631016042781,0.484096109839817,0.47212420606916,0.486727688787185,0.497756277662126,0.489820075757576,0.479166666666667,0.338880023163111,0.457986111111111,0.591834114959115,0.428396381578947,0.528947368421053,0.392245871589551,0.519130620870146,0.427083333333333,0.520833333333333,0.298066822882999,0.388020833333333,"0.3,0.4,0.5,0.6,0.7",66d339f93d9e60b8b994805a991c14e8e1d1d8236bdd81d77730b6e881c04478,4659fb8c760fc5e0b6ce31e5f31896bc4e240c1bc917f733c4b8ffcb61ad55ac,True,7,False
