duration_seconds,scientific_role,analysis_type,dataset_or_direction,path,participants,recordings,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_roc_auc,pooled_pr_auc,participant_macro_accuracy,participant_macro_balanced_accuracy,participant_macro_macro_f1,participant_macro_roc_auc,participant_macro_pr_auc,pooled_balanced_accuracy_ci_lower,pooled_balanced_accuracy_ci_upper,pooled_macro_f1_ci_lower,pooled_macro_f1_ci_upper,participant_macro_balanced_accuracy_ci_lower,participant_macro_balanced_accuracy_ci_upper,participant_macro_macro_f1_ci_lower,participant_macro_macro_f1_ci_upper,threshold_values,summary_sha256,bootstrap_sha256,all_numerical_checks_passed,descriptive_rank_within_setting,temporal_role,primary_four_second_392_recording_analysis_replaced,reference_04s_balanced_accuracy,reference_04s_macro_f1,reference_04s_roc_auc,reference_04s_pr_auc,delta_balanced_accuracy_vs_04s,delta_macro_f1_vs_04s,delta_roc_auc_vs_04s,delta_pr_auc_vs_04s,temporal_descriptive_rank_within_setting_duration
32,post_primary_temporal_sensitivity,cross_experiment,experiment2_to_experiment3,ECG_Pupil,16,187,0.529411764705882,0.532379862700229,0.514285714285714,0.626830663615561,0.663162133412345,0.531013257575758,0.526041666666667,0.381848773163111,0.865625,0.885822135040885,0.50493346291866,0.566157328805886,0.437541559798613,0.553113553113553,0.5,0.557291666666667,0.338441506410256,0.437326276664512,0.4,7d17deddc4061c4bd0fcf3625a03ee21bb5d52cef199dbb3c05a251722fec362,6db9699eea42222fdec21eeeecc38999e5c9bd42c0d17d039f40de3ba43b5fbc,True,5,post_primary_temporal_sensitivity,False,0.556121281464531,0.556098956098956,0.569679633867277,0.604131955094039,-0.023741418764302,-0.041813241813242,0.0571510297482839,0.0590301783183059,5
32,post_primary_temporal_sensitivity,cross_experiment,experiment2_to_experiment3,Pupil,16,187,0.513368983957219,0.519508009153318,0.434068309554691,0.615102974828375,0.614291639360151,0.510179924242424,0.520833333333333,0.386882128288378,0.719791666666667,0.790546461640212,0.499780701754386,0.545333313818473,0.354915205518827,0.494632664590038,0.5,0.546875,0.338596299533799,0.441269147519147,0.6,fb6e8c533c867f3b746134a781c9ee11ed26c91e8d8174660d1491429bade691,0ffaff65a5364452a6635d99cc1cb6f990ac556d576b9cdf313c903d1695a01f,True,6,post_primary_temporal_sensitivity,False,0.567276887871854,0.52489837398374,0.704576659038902,0.683849112820818,-0.0477688787185361,-0.090830064429049,-0.089473684210527,-0.069557473460667,6
32,post_primary_temporal_sensitivity,cross_experiment,experiment2_to_experiment3,ECG,16,187,0.470588235294118,0.471567505720824,0.469069947517853,0.490732265446224,0.540190355589735,0.473721590909091,0.46875,0.369338713778052,0.48125,0.617821894540645,0.394628559442571,0.547753320747851,0.38208094387899,0.54325494083399,0.395833333333333,0.541666666666667,0.298674391631653,0.452156089544646,0.4,5d5201deb5cd40d0fb037223d6c83100af7122746d6a43bc04c8c51088c9eaad,9959bab4e6d852fbc73f7e7c00a2141d13aa5fc2844a0f6e7eb5ccc72b9e2743,True,7,post_primary_temporal_sensitivity,False,0.510983981693364,0.492207792207792,0.525858123569794,0.537727203331081,-0.03941647597254,-0.023137844689939,-0.03512585812357,0.00246315225865401,7
4,matched_sensitivity_reference,cross_experiment,experiment3_to_experiment2,Pupil,20,200,0.61,0.61,0.596940884663084,0.6749,0.664968574830022,0.61,0.61,0.518204711954712,0.744,0.794373015873016,0.535,0.695,0.49813254983466,0.689270979399423,0.535,0.695,0.418884726384726,0.63031282953158,0.6,708e73ba64da2cc0a159a37c46d9ad4d3b0167bbd94c5a6aee4ba4d871dec949,5c83cb132c552057ef3c09e654dff7939c1f4216198dd1130b569f960cb8c0e8,True,1,matched_four_second_reference,,0.61,0.596940884663084,0.6749,0.664968574830022,0,0,0,0,1
4,matched_sensitivity_reference,cross_experiment,experiment3_to_experiment2,ECG_EEG_Pupil,20,200,0.58,0.58,0.576570218772054,0.6257,0.595846099513074,0.58,0.58,0.471611721611722,0.792,0.827281746031746,0.52,0.655,0.502153961116106,0.649883663065102,0.52,0.655,0.387912087912088,0.569418498168498,0.7,87f9947cd87f8efe6547190cefd945222369df415860ea923b7fb9cf028dfa34,45975548eee3ee0f0f4afe165a0fe29810db2646f7fdd083b6eec26856d6470c,True,2,matched_four_second_reference,,0.58,0.576570218772054,0.6257,0.595846099513074,0,0,0,0,2
4,matched_sensitivity_reference,cross_experiment,experiment3_to_experiment2,EEG_Pupil,20,200,0.58,0.58,0.556541019955654,0.6388,0.63177135353973,0.58,0.58,0.461428155178155,0.848,0.877373015873016,0.515,0.66,0.457721872816212,0.645418221269614,0.515,0.66,0.369669913419913,0.567406343656344,0.6,8ab5ace444ff7c8508cd30398e28f8fb39724d0220564ff2ecf3d93867d9220e,8ff122a697b863fac8d85405165f6a85d697444f70a01c522bbf03057290590b,True,3,matched_four_second_reference,,0.58,0.556541019955654,0.6388,0.63177135353973,0,0,0,0,3
4,matched_sensitivity_reference,cross_experiment,experiment3_to_experiment2,ECG_Pupil,20,200,0.575,0.575,0.552337063857801,0.6062,0.633810797338628,0.575,0.575,0.471335608835609,0.752,0.808396825396825,0.5,0.66,0.450117831893166,0.647136413242193,0.5,0.66,0.375729392135642,0.578845356032856,0.6,833e9099e5a79270a38c32342b3cce441850347bb36101a9997fe1f91b396e98,697db1b89a264a27be58616140a8361128e74555a70f26f758d7ac169d88e1f8,True,4,matched_four_second_reference,,0.575,0.552337063857801,0.6062,0.633810797338628,0,0,0,0,4
4,matched_sensitivity_reference,cross_experiment,experiment3_to_experiment2,ECG_EEG,20,200,0.52,0.52,0.461339916956571,0.6652,0.586267087035282,0.52,0.52,0.369230769230769,0.804,0.84602380952381,0.5,0.545,0.382773777237445,0.512463631359597,0.5,0.545,0.333333333333333,0.414652014652015,0.6,1326516f469533be59ab395bb8cf076d564f12d80469f65886f5f4fb2fa7433e,1b94c019d8a65e0d53311fb9c6bf2910538d89a093b2d0f399a97b58d151fd5e,True,5,matched_four_second_reference,,0.52,0.461339916956571,0.6652,0.586267087035282,0,0,0,0,5
4,matched_sensitivity_reference,cross_experiment,experiment3_to_experiment2,EEG,20,200,0.515,0.515,0.419839110021233,0.6231,0.620541266849373,0.515,0.515,0.379464285714286,0.746,0.802539682539683,0.47,0.56,0.337318087318087,0.498144473444168,0.47,0.56,0.329166666666667,0.438690476190476,0.6,240f64b38744360c6e25741f1528529274bf78e075a2332b02e90dd6e05eae05,edc8a2e4b8621132b32872c9ca15a1accaa8a78e1f021ccbc8f68cac4b14b40a,True,6,matched_four_second_reference,,0.515,0.419839110021233,0.6231,0.620541266849373,0,0,0,0,6
4,matched_sensitivity_reference,cross_experiment,experiment3_to_experiment2,ECG,20,200,0.49,0.49,0.481232834909979,0.4935,0.520007435040726,0.49,0.49,0.362110805860806,0.452,0.605353174603175,0.4,0.58,0.376086229946524,0.570262140094542,0.4,0.58,0.279156936813187,0.458931433150182,0.5,a2857b04bb6e04b4d335ceae60c320e398c5e264cd4f6e97164519bd5aff8264,1967dce98bd65138610a93dc00d1dfdb3d014fe1ab28205d00d063f36d7c48a9,True,7,matched_four_second_reference,,0.49,0.481232834909979,0.4935,0.520007435040726,0,0,0,0,7
8,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG,20,200,0.61,0.61,0.606815203145478,0.63515,0.621546230505755,0.61,0.61,0.524509518259518,0.774,0.829801587301587,0.54,0.68,0.529239460194581,0.67996799679968,0.54,0.68,0.433038211788212,0.622267437423687,0.5,3b2889282ed20817660ff08bb5a8dd33b597504a2c52767d0b871d1798c46d4e,91e6df5d1a1f12c7ebecaec7ee7c3d07a2589588cdd86f562353a50b71270502,True,1,post_primary_temporal_sensitivity,False,0.515,0.419839110021233,0.6231,0.620541266849373,0.095,0.186976093124245,0.01205,0.00100496365638192,1
8,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG,20,200,0.58,0.58,0.578482537133681,0.6043,0.570537116034687,0.58,0.58,0.461675685425685,0.704,0.781452380952381,0.505,0.665,0.495916927109588,0.664589121674051,0.505,0.665,0.365702380952381,0.578881268037518,0.7,9910acf429e9a8012b11de0f9afa4df77949da5c00005d6eee856511bae1d1a4,1b4d8a338f1882d1dd7f0fea14f2014d52318f5a2357dae04f47377776cd63ef,True,2,post_primary_temporal_sensitivity,False,0.52,0.461339916956571,0.6652,0.586267087035282,0.0599999999999999,0.11714262017711,-0.0609000000000001,-0.0157299710005949,2
8,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG_Pupil,20,200,0.56,0.56,0.56,0.6073,0.58973636431236,0.56,0.56,0.448684648684649,0.808,0.834654761904762,0.505,0.625,0.498183975111,0.623408902613542,0.505,0.625,0.374978354978355,0.537498612498612,0.7,88b2352f95bbf0af90d7d4eb0e6e224aa929c05b9edafc9d6162be5bd06d710f,520e09fefbeb1d4884e5f808c090157351adf3e584910c97c36e8bd08d5571e9,True,3,post_primary_temporal_sensitivity,False,0.58,0.576570218772054,0.6257,0.595846099513074,-0.0199999999999999,-0.016570218772054,-0.0184000000000001,-0.00610973520071401,3
8,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG_Pupil,20,200,0.56,0.56,0.502487562189055,0.6665,0.651415512906492,0.56,0.56,0.431149128649129,0.784,0.828111111111111,0.515,0.615,0.403855910705226,0.588224284071767,0.515,0.615,0.361616161616162,0.515397935397935,0.6,77f789fc9760dbe5751627b1a6338fa514edfbb813fe7883f97f6b09fe028936,b1fb8d12f256e965b5c0a6226645c5004749ddc7b929fa69d719048683ecf589,True,4,post_primary_temporal_sensitivity,False,0.58,0.556541019955654,0.6388,0.63177135353973,-0.0199999999999999,-0.054053457766599,0.0276999999999999,0.019644159366762,4
8,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,Pupil,20,200,0.52,0.52,0.398119122257053,0.67685,0.674207876514899,0.52,0.52,0.381862581862582,0.746,0.783710317460317,0.48,0.56,0.337318087318087,0.454615638990635,0.48,0.56,0.331313131313131,0.434651459651457,0.7,9ec98b932eeecd7e521d52a2888dac8606bca4fa2fd9b477dae4b8cfa35f0c94,4f78250302ae8fcfc05519ba80ee08eb47539178babc8b74e2004be25a536eb8,True,5,post_primary_temporal_sensitivity,False,0.61,0.596940884663084,0.6749,0.664968574830022,-0.09,-0.198821762406031,0.0019499999999999,0.00923930168487697,5
8,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_Pupil,20,200,0.51,0.51,0.507587177168124,0.5697,0.559345968191627,0.51,0.51,0.392970917970918,0.72,0.798043650793651,0.43,0.59,0.41994199419942,0.584990642978631,0.43,0.59,0.310712551337551,0.485444694194694,0.6,11d374c83a9eff6b15bcb0a807fafc68b04a0c809814d710f6b18bb7895d625b,7026be94ec2783527a854346e6fadad3b9d4fda397493f6e8c60780ab623ae5f,True,6,post_primary_temporal_sensitivity,False,0.575,0.552337063857801,0.6062,0.633810797338628,-0.0649999999999999,-0.0447498866896771,-0.0365,-0.074464829147001,6
8,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG,20,200,0.5,0.5,0.47207264280435,0.498,0.522113600389004,0.5,0.5,0.369889971139971,0.506,0.623738095238095,0.43,0.565,0.381367235165584,0.544051326277889,0.43,0.565,0.306190476190476,0.443419913419913,0.4,6e6b2b783d39fafc84ed5fbfed4f11493cc01138ca3541977ca2bf8b20521d30,ba34acf4f15abeefaadab6d8395a9f142ae08a5e44d5facad8ee8a6e201c6dec,True,7,post_primary_temporal_sensitivity,False,0.49,0.481232834909979,0.4935,0.520007435040726,0.01,-0.00916019210562896,0.0045,0.00210616534827801,7
16,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG,20,200,0.65,0.65,0.649439102564103,0.6582,0.635542923954111,0.65,0.65,0.570076867576868,0.776,0.824996031746032,0.585,0.715,0.580364278672363,0.714937285924959,0.585,0.715,0.475226960539461,0.66600306984682,0.5,fe4c974c0c1ca3487c3622e060001cc2bd8e8fd46e8c10caf8cea9a2483e9228,6872b57a1ec8e36bb2fb91cbe6fcb2ba9c0dd2c10858d74d792977647882030c,True,1,post_primary_temporal_sensitivity,False,0.515,0.419839110021233,0.6231,0.620541266849373,0.135,0.22959999254287,0.0351,0.015001657104738,1
16,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG_Pupil,20,200,0.59,0.59,0.585858585858586,0.6329,0.620241728188987,0.59,0.59,0.488209706959707,0.8,0.823063492063492,0.525,0.66,0.505494505494505,0.657822879209576,0.525,0.66,0.401292925824176,0.585126488095238,0.7,7cd2a14277574372e2d7857b241738fa841591f680a6043f4a25a22b6221d890,5d9d7a564b504d122fe68177edea468b21c63da388486f2b65c7330094bb1d63,True,2,post_primary_temporal_sensitivity,False,0.58,0.556541019955654,0.6388,0.63177135353973,0.01,0.029317565902932,-0.00590000000000002,-0.011529625350743,2
16,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG,20,200,0.58,0.58,0.571603427172583,0.6335,0.572962982012433,0.58,0.58,0.463653707403707,0.758,0.814,0.53,0.635,0.503748284236089,0.628224389498612,0.53,0.635,0.388278388278388,0.545109838078588,0.7,b8978630b85070aff5816487e6f804aa2464ef432c79b9b5e096a4fff096877d,0482aff70479f849f02bdd1492226f4ea41589c44c67bc0753e0d693b6533f1c,True,3,post_primary_temporal_sensitivity,False,0.52,0.461339916956571,0.6652,0.586267087035282,0.0599999999999999,0.110263510216012,-0.0317000000000001,-0.013304105022849,3
16,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG_Pupil,20,200,0.575,0.575,0.572595851665619,0.6275,0.598729320688113,0.575,0.575,0.456793900543901,0.806,0.841452380952381,0.53,0.63,0.511679403629037,0.629851940776311,0.53,0.63,0.382623626373626,0.544762338356088,0.7,918087559e54cf168892c1b75dece03f6088a1f69723a611161c11dc684050f3,71d3d89fedd28cce2a85b1335c85ef2f290bdf4e623d354faa2b6153aa5fb9ec,True,4,post_primary_temporal_sensitivity,False,0.58,0.576570218772054,0.6257,0.595846099513074,-0.005,-0.00397436710643506,0.00179999999999991,0.00288322117503903,4
16,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG,20,200,0.55,0.55,0.54995499549955,0.5,0.507513344670193,0.55,0.55,0.439500777000777,0.502,0.619555555555556,0.47,0.64,0.462073815562188,0.638227313837805,0.47,0.64,0.345444139194139,0.550812815656565,0.6,7dfc625dfe481d2f1b212c5c735eed00920ec1dfd363d71614fce3638850d134,e3ddd2e01144868d4e3b7eb12538b51b631be67c6bd27e740702c80b372d7b3d,True,5,post_primary_temporal_sensitivity,False,0.49,0.481232834909979,0.4935,0.520007435040726,0.0600000000000001,0.068722160589571,0.00650000000000001,-0.012494090370533,5
16,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_Pupil,20,200,0.535,0.535,0.534056464340289,0.5675,0.558801002564412,0.535,0.535,0.431799450549451,0.694,0.764277777777778,0.445,0.62,0.44,0.618637571447688,0.445,0.62,0.339464285714286,0.532766712454212,0.5,eca7bfeef61f28f8054299e953602b314dccd837fae983cb495d185b6c0e3bb0,dacb38cbcc360c72e84b67a813e8b64af9b06fba3fb289f45ab9ae5c9ca693d3,True,7,post_primary_temporal_sensitivity,False,0.575,0.552337063857801,0.6062,0.633810797338628,-0.0399999999999999,-0.018280599517512,-0.0387,-0.075009794774216,6
16,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,Pupil,20,200,0.535,0.535,0.432494279176201,0.6649,0.664057723270213,0.535,0.535,0.394551282051282,0.728,0.775833333333333,0.5,0.58,0.344349150634127,0.515538843821495,0.5,0.58,0.339194139194139,0.465499084249084,0.7,318c5147e132aace80c095acff42ec7613ebfd10f487b5cba9b786cb2a141385,08a2b900a8509172a7bc80453758e7027f5bf1470938288e0eeeb60c84a9f3eb,True,6,post_primary_temporal_sensitivity,False,0.61,0.596940884663084,0.6749,0.664968574830022,-0.075,-0.164446605486883,-0.01,-0.000910851559809078,7
24,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,Pupil,20,200,0.62,0.62,0.61984793917567,0.6545,0.652835385938155,0.62,0.62,0.541638639138639,0.666,0.737960317460318,0.54,0.705,0.533127166642898,0.704815509693558,0.54,0.705,0.43463961038961,0.655120157620158,0.5,d8dabf007b0d019c480bcff5a10e11d061edbf44ae872d171a28c3cb7faa0d16,a2a6cff781c16d84a676036d2d4bba59094f4c71b5c205504cfe0ddef3a9b948,True,1,post_primary_temporal_sensitivity,False,0.61,0.596940884663084,0.6749,0.664968574830022,0.01,0.022907054512586,-0.0204000000000001,-0.012133188891867,1
24,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG_Pupil,20,200,0.565,0.565,0.556924957347661,0.6289,0.618804567739664,0.565,0.565,0.44025974025974,0.786,0.826095238095238,0.5,0.645,0.472920787161487,0.640256263000596,0.5,0.645,0.357575757575757,0.545901875901876,0.7,92fd910bda5f55ea87469e5ff8a5e40595727da1c20b8ad8444ccf9e9421a845,4c64a98c53021d1dbb8a00018f2d1e9e6955886e96b3e96d51eef9a16c0151a9,True,2,post_primary_temporal_sensitivity,False,0.58,0.576570218772054,0.6257,0.595846099513074,-0.015,-0.019645261424393,0.00319999999999998,0.02295846822659,2
24,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG_Pupil,20,200,0.56,0.56,0.557165861513688,0.6573,0.699683713191485,0.56,0.56,0.455659340659341,0.824,0.849960317460317,0.485,0.635,0.476591426503104,0.633451331877181,0.485,0.635,0.368679029304029,0.550485347985348,0.7,482269a47ae1c244e1f3d1e5a5f3ed07134789f534a87a30726ea6b17ede5651,6f595f7e37f15774a6a76504781cbef48b03f07346fcf8f68192770745a3537c,True,3,post_primary_temporal_sensitivity,False,0.58,0.556541019955654,0.6388,0.63177135353973,-0.0199999999999999,0.000624841558033995,0.0185,0.067912359651755,3
24,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG,20,200,0.56,0.56,0.530666666666667,0.63145,0.606798712532356,0.56,0.56,0.434432234432234,0.775,0.811480158730159,0.52,0.6,0.445689350159217,0.59079283887468,0.52,0.6,0.367032967032967,0.501831501831502,0.6,c22d1d10ace029dabe48c4ae582f7ea9804570b835a54d4467d723b086426f47,c37cfa0fba6ba4866e926cdab35cc4735e0a17388ae57fba129bf9425b871e24,True,4,post_primary_temporal_sensitivity,False,0.515,0.419839110021233,0.6231,0.620541266849373,0.045,0.110827556645434,0.00834999999999997,-0.0137425543170171,4
24,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG,20,200,0.55,0.55,0.547101449275362,0.4906,0.483179379596842,0.55,0.55,0.445613414363414,0.468,0.596900793650794,0.46,0.645,0.44700107500382,0.641042493490735,0.46,0.645,0.346609085359085,0.560705405705406,0.6,018c577803b35e294bf68eced3e1b3f8dc3fe34e506e1d6595a4c76a6b7d1a01,ef3706e76a71b6f70ba0f4543d27e001356ca471acc5eb62ddb43ef3c5f3f69f,True,5,post_primary_temporal_sensitivity,False,0.49,0.481232834909979,0.4935,0.520007435040726,0.0600000000000001,0.065868614365383,-0.00290000000000001,-0.036828055443884,5
24,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_Pupil,20,200,0.545,0.545,0.518403852769178,0.5546,0.550925545581523,0.545,0.545,0.422568542568543,0.67,0.748611111111111,0.5,0.6,0.430590769852899,0.587671912106266,0.5,0.6,0.358227106227106,0.498181818181818,0.7,f738574750bc527c28939b4524915723274c3ecda3aa9d2024f9a1120dabdea4,be1b81028a0703e8182c316933551aa672cd1b451906a1e87663ad4e95ec6f86,True,6,post_primary_temporal_sensitivity,False,0.575,0.552337063857801,0.6062,0.633810797338628,-0.0299999999999999,-0.033933211088623,-0.0516,-0.082885251757105,6
24,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG,20,200,0.49,0.49,0.3453985367732,0.7073,0.627894729686606,0.49,0.49,0.338061938061938,0.806,0.84090873015873,0.44,0.53,0.305555555555556,0.396739828006674,0.44,0.53,0.296969696969697,0.383882783882784,0.7,f4c2a2254f3f83ba3d331081188c2196510201e340579f62ee72d8d697ed9b11,f6bb78b3a3e6801b24fd1d6bf33662b6de39fec5d332e83c65cdde177ecea784,True,7,post_primary_temporal_sensitivity,False,0.52,0.461339916956571,0.6652,0.586267087035282,-0.03,-0.115941380183371,0.0421,0.041627642651324,7
32,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG_Pupil,20,200,0.635,0.635,0.634990874771869,0.6496,0.668252140516526,0.635,0.635,0.546574814074814,0.764,0.796095238095238,0.55,0.725,0.547101449275362,0.723454095123234,0.55,0.725,0.43731991966367,0.663998695748696,0.7,0e9f6410684a2aefe8f5c2b60914582c3a73cb81e74b21198df68665a61d7b01,d6a574a6bdf957b20880646ae3cf61947d29dde50aaae8cc41f854982169bffe,True,1,post_primary_temporal_sensitivity,False,0.58,0.556541019955654,0.6388,0.63177135353973,0.055,0.078449854816215,0.0107999999999999,0.036480786976796,1
32,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,EEG,20,200,0.61,0.61,0.588216661387393,0.673,0.645451150212912,0.61,0.61,0.509010572760573,0.814,0.843579365079365,0.54,0.69,0.491087596833717,0.681621177855932,0.54,0.69,0.412961760461761,0.618078303640804,0.3,ae0f913872bf26424b6ec846e967a5078d3f8c656eec6cd8b53a4b16b3678711,c252d36ea36934427c4b83162f1fb3a413cb5bd69e0082c85ecf693aeeafa381,True,2,post_primary_temporal_sensitivity,False,0.515,0.419839110021233,0.6231,0.620541266849373,0.095,0.16837755136616,0.0499000000000001,0.0249098833635389,2
32,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,Pupil,20,200,0.6,0.6,0.563271099465007,0.6731,0.666203289331008,0.6,0.6,0.503749722499723,0.778,0.823412698412698,0.545,0.66,0.475783475783476,0.641707285615647,0.545,0.66,0.422133422133422,0.592140810578311,0.6,363ac3b6571c8847d4bb76f04f6d03bc3b2f8b84193898dc440f49180fb9d1db,bcf2c843cb7a654147d7201b482e78a029b2e2a267fad9c74d9853db259e6896,True,3,post_primary_temporal_sensitivity,False,0.61,0.596940884663084,0.6749,0.664968574830022,-0.01,-0.0336697851980771,-0.00180000000000002,0.001234714500986,3
32,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG,20,200,0.58,0.58,0.546974436414626,0.7216,0.630602032108249,0.58,0.58,0.467811355311355,0.822,0.859329365079365,0.535,0.63,0.463528597386865,0.611722985437848,0.535,0.63,0.395604395604396,0.543475274725275,0.6,780f36f3593e61fc1ce4305b0bec585683ce8daba8f24e5eb45575a91acfdd22,3ebc4bfdbdb4e8492efe20e959742c99da91b1a5aedef29f24cae458766cd089,True,4,post_primary_temporal_sensitivity,False,0.52,0.461339916956571,0.6652,0.586267087035282,0.0599999999999999,0.0856345194580549,0.0564,0.0443349450729671,4
32,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_EEG_Pupil,20,200,0.54,0.54,0.452380952380952,0.63875,0.599951898803145,0.54,0.54,0.39,0.788,0.827563492063492,0.5,0.605,0.333333333333333,0.555625436757511,0.5,0.605,0.333333333333333,0.48,0.6,14a763f51c9ac47b335d4687709e8ddd150240ec7c4b5c163a048c38b9746223,aac5f85cbd1f92e9c11b7d45683e744725b61736ad1f2885b356fd72c62b72e8,True,5,post_primary_temporal_sensitivity,False,0.58,0.576570218772054,0.6257,0.595846099513074,-0.0399999999999999,-0.124189266391102,0.01305,0.00410579929007104,5
32,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG,20,200,0.535,0.535,0.533589107048823,0.4961,0.49413320368523,0.535,0.535,0.419642857142857,0.46,0.595761904761905,0.455,0.62,0.4438524909691,0.614759224515322,0.455,0.62,0.330059523809524,0.521130952380952,0.7,ef8a2742ec26d8599910b4b43daae0a1369be4d81e2ed429b34001a0d1c6222e,6ebd93b609fc32b60ee37dd27292f7a61490997740e3b73a938a608a4d8bd0de,True,6,post_primary_temporal_sensitivity,False,0.49,0.481232834909979,0.4935,0.520007435040726,0.045,0.052356272138844,0.00259999999999999,-0.025874231355496,6
32,post_primary_temporal_sensitivity,cross_experiment,experiment3_to_experiment2,ECG_Pupil,20,200,0.515,0.515,0.514405146304223,0.5535,0.547690206525661,0.515,0.515,0.399431818181818,0.698,0.774349206349206,0.445,0.575,0.439740825981131,0.570006553502363,0.445,0.575,0.329166666666667,0.475352408008658,0.5,352340ef70a276c64b047d9d775c4c0bc74ccab869f0b2820c73fa90a4be2495,336d9e84c14001ccd25977968a1b44f392e29fdd0cff552bbad96e1f2bfc89a1,True,7,post_primary_temporal_sensitivity,False,0.575,0.552337063857801,0.6062,0.633810797338628,-0.0599999999999999,-0.0379319175535781,-0.0527,-0.086120590812967,7
4,matched_sensitivity_reference,within_experiment,experiment2,ECG_EEG_Pupil,20,200,0.6,0.6,0.595959595959596,0.6798,0.65932141356898,0.6,0.6,0.481030081030081,0.794,0.836047619047619,0.535,0.68,0.519802680325324,0.67316153362665,0.535,0.68,0.386080586080586,0.587989787989788,"0.3,0.4,0.5,0.6,0.7",9e6c43ce1adea3bc9ec6cf936f499e6e3471be5b5ce031d4b45d54d087c4f0ca,c9eb01b20960eef3b77d0d0ac1e81efdd6965c1739b28aa42519f206621bc777,True,1,matched_four_second_reference,,0.6,0.595959595959596,0.6798,0.65932141356898,0,0,0,0,1
4,matched_sensitivity_reference,within_experiment,experiment2,Pupil,20,200,0.595,0.595,0.5937711577522,0.65555,0.620873530742827,0.595,0.595,0.502778332778333,0.772,0.813607142857143,0.53,0.67,0.524892407887118,0.664926283455654,0.53,0.67,0.416977078477078,0.600059579309579,"0.3,0.4,0.5,0.6,0.7",28a01094a1f6b31755909c61c5bab55b24a647c0701ea607c97dc349cc978784,515f66ca83a9a230e084b6c0284e681244f8332c6b3b42152c0d37c01f03e04d,True,2,matched_four_second_reference,,0.595,0.5937711577522,0.65555,0.620873530742827,0,0,0,0,2
4,matched_sensitivity_reference,within_experiment,experiment2,EEG_Pupil,20,200,0.59,0.59,0.589630667600841,0.6524,0.642454289855457,0.59,0.59,0.475292762792763,0.818,0.84115873015873,0.53,0.665,0.51955918980929,0.662575584398663,0.53,0.665,0.385393772893773,0.576991064491065,"0.3,0.4,0.5,0.6,0.7",e6807b80aae04b990ad1c0da6b613e80095b66d839d9b238937edbad8adbb416,c1d1cc0b37fc60faaae3b04ce1806b5cce5409f6199d5aaa64fd954000f9daab,True,3,matched_four_second_reference,,0.59,0.589630667600841,0.6524,0.642454289855457,0,0,0,0,3
4,matched_sensitivity_reference,within_experiment,experiment2,EEG,20,200,0.575,0.575,0.574904353479533,0.6496,0.648694653695316,0.575,0.575,0.465630896880897,0.738,0.784230158730159,0.53,0.63,0.521920455701353,0.626262626262626,0.53,0.63,0.39166298978799,0.547136717449217,"0.3,0.4,0.5,0.6,0.7",346c0052c63e86600d8f5bb2ebf5a12851b74889a84b6c4cf30a8117f8fedda0,9cf498c20debda27be44eb76c4451bcc21436cedccd693c26e52529b4c36001c,True,4,matched_four_second_reference,,0.575,0.574904353479533,0.6496,0.648694653695316,0,0,0,0,4
